Id,Reservation Date,Franchisee Name ,Status,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Park Advisory,Historic Landmark Advisory,Scenic Landmark Advisory,BID Advisory,School Advisory,Zipcode,Community Board,Council District
18542,01/18/2018,ExteNet I,Installed,CITY,Bronx,1009528,264744,40.89329870000,-73.90857100000,B,Henry Hudson Pkwy,W 246th St,Manhattan College Pkwy,GREENSTREET,,,,,10471,208,11
15887,11/16/2017,Extenet II,Proposed,UTILITY,Bronx,1012799,268264,40.90295000000,-73.89672500000,B,W 256th St,Broadway,Post Rd,,,,,,10471,208,11
15885,11/16/2017,Extenet II,Approved,UTILITY,Bronx,1011267,263907,40.89099620000,-73.90228450000,B,Waldo Ave,W 244th St,Manhattan College Pkwy,,,,,,10471,208,11
13900,10/24/2016,Mobilitie II,Installed,CITY,Bronx,1012836,269101,40.90524720000,-73.89658760000,B,Broadway,David Sheridan Plaza,W 259th St,,,,,,10471,208,11
13895,10/24/2016,Mobilitie II,Installed,CITY,Bronx,1008330,263707,40.89045580000,-73.91290780000,B,Independence Ave,W 239th St,W 246th St,,,,,,10471,208,11
12085,07/08/2016,Mobilitie I,Installed,UTILITY,Bronx,1012020,269430,40.90615280000,-73.89953810000,B,Spencer Ave,Thorne Ln,W 259 St,,,,,,10471,208,11
10666,04/30/2015,Crown Castle NG,Installed,UTILITY,Bronx,1007608,265486,40.89534050000,-73.91551290000,B,W 247 St,Palisade Ave,Douglas Ave,,,,,,10471,208,11
6658,03/04/2009,Crown Castle NG,Installed,CITY,Bronx,1009707,264821,40.89350950000,-73.90792330000,B,Henry Hudson Pkwy E,W 246th St,Manhattan College Pkwy,,,,,,10471,208,11
6435,01/28/2009,Crown Castle NG,Installed,UTILITY,Bronx,1011312,267580,40.90107730000,-73.90210690000,B,Fieldston Rd,W 253rd St,W 254th St,GREENSTREET,,,,,10471,208,11
5750,06/24/2008,Crown Castle NG,Installed,UTILITY,Bronx,1010383,271182,40.91096640000,-73.90545340000,B,W 261st St,Independence Ave,Palisade Ave,,,,,,10471,208,11
5718,06/24/2008,Crown Castle NG,Installed,UTILITY,Bronx,1008819,264422,40.89241690000,-73.91113660000,B,W 246th St,Blackstone Pl,Independence Ave,,,,,,10471,208,11
5156,05/09/2008,Crown Castle NG,Installed,CITY,Bronx,1007639,263537,40.88999110000,-73.91540760000,B,Hudson Manor Terr,W 239th St,W 237th St,,,,,,10471,208,11
5155,05/09/2008,Crown Castle NG,Installed,CITY,Bronx,1007406,262632,40.88750770000,-73.91625340000,B,W 236th St,Hudson Manor Terr,Douglas Ave,,,,,,10471,208,11
5154,05/09/2008,Crown Castle NG,Installed,CITY,Bronx,1010667,263465,40.88978490000,-73.90445630000,B,Greystone Ave,W 242nd St,Manhattan College Pkwy,Brust Park,,,,,10471,208,11
5152,05/09/2008,Crown Castle NG,Installed,CITY,Bronx,1011254,263878,40.89091670000,-73.90233170000,B,Manhattan College Pkwy,W 244th St,Waldo Ave,,,,,,10471,208,11
4962,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1011743,269093,40.90522870000,-73.90054160000,B,Fieldston Rd,Mosholu Ave,Faraday Ave,,,,,,10471,208,11
4772,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1012382,271141,40.91084780000,-73.89822140000,B,W 262nd St,Spencer Ave,Spencer Terr,,,,,,10471,208,11
4662,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1011407,270171,40.90818850000,-73.90175280000,B,W 260th St,Liebig Ave,Tyndall Ave,,,,,,10471,208,11
4659,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1012736,269940,40.90755030000,-73.89694580000,B,W 260th St,Broadway,Post Rd,,,,,,10471,208,11
4276,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1012764,265685,40.89587160000,-73.89686260000,B,Broadway,W 251st St,W 252nd St,,,,,,10471,208,11
4275,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1010072,270160,40.90816230000,-73.90658250000,B,Arlington Ave,Sigma Pl,W 259th St,,,,,,10471,208,11
23233,01/21/2020,Crown Castle Fiber,Approved,UTILITY,Bronx,1020785,241591,40.82971130000,-73.86798140000,B,Gleason Ave,Commonwealth Ave,Rosedale Ave,,,,,,10472,209,18
21419,06/25/2019,Crown Castle Solutions,Proposed,CITY,Bronx,1019201,243283,40.83436180000,-73.87369630000,B,E 174th St,Metcalf Ave,Fteley Ave,Bronx River Parkway,,,,,10472,209,18
21415,06/25/2019,Crown Castle Solutions,Approved,CITY,Bronx,1017997,241031,40.82818540000,-73.87805860000,B,Boynton Ave,Westchester Ave,Watson Ave,,,,,,10472,209,18
21400,06/25/2019,Crown Castle Solutions,Approved,CITY,Bronx,1019765,240563,40.82689390000,-73.87167260000,B,Watson Ave,Soundview Ave,Croes Ave,,,,,,10472,209,18
21183,07/16/2019,ZenFi,Installed,CITY,Bronx,1024662,241887,40.83050690000,-73.85397010000,B,Olmstead Ave,Powell Ave,Haviland Ave,,,,,,10472,209,18
20694,01/03/2019,ZenFi,Installed,UTILITY,Bronx,1023883,241349,40.82903380000,-73.85678820000,B,Pugsley Av,Watson Av,Haviland Av,,,,,BLUEPRINT MIDDLE SCHOOL,10472,209,18
20693,01/03/2019,ZenFi,Installed,UTILITY,Bronx,1020831,241806,40.83030130000,-73.86781400000,B,Commonwealth,Gleason Av,Westchester Av,,,,,,10472,209,18
20513,11/21/2018,ZenFi,Installed,UTILITY,Bronx,1021698,242629,40.83255650000,-73.86467650000,B,Thieriot Ave,Westchester Ave,McGraw Ave,,,,,,10472,209,18
20512,11/21/2018,ZenFi,Installed,UTILITY,Bronx,1021634,241746,40.83013320000,-73.86491270000,B,Gleason Ave,Taylor Ave,Thieriot Ave,,,,,,10472,209,18
20495,11/19/2018,ZenFi,Installed,UTILITY,Bronx,1018525,242516,40.83225930000,-73.87614310000,B,Stratford Ave,E 172nd St,E 173rd st,,,,,,10472,209,18
20494,11/19/2018,ZenFi,Installed,UTILITY,Bronx,1020350,241998,40.83083020000,-73.86955100000,B,Westchester Ave,Rosedale Ave,Noble Ave,,,,,,10472,209,18
20286,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1020929,240828,40.82761650000,-73.86746520000,B,Watson Ave,Commonwealth Ave,Rosedale Ave,,,,,,10472,209,18
20064,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1017701,243430,40.83477110000,-73.87911620000,B,Bronx River Ave,E 174th St,Harrod Ave,,,,,,10472,209,18
20059,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1024468,241168,40.82853430000,-73.85467550000,B,Blackrock Ave,Olmstead Ave,Pugsley Ave,,,,,,10472,209,18
20055,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1021736,241764,40.83018220000,-73.86454400000,B,Gleason Ave,Thieriot Ave,Taylor Ave,,,,,,10472,209,18
20053,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1018945,241448,40.82932630000,-73.87463090000,B,Morrison Ave,Westchester Ave,Harrod Pl,,,,,,10472,209,18
20050,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1023071,241201,40.82863110000,-73.85972320000,B,Virginia Ave,Watson Ave,Haviland Ave,,,,,,10472,209,18
20049,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1024938,241216,40.82866390000,-73.85297690000,B,Blackrock Ave,Olmsteady Ave,Castle Hill Ave,,,,,,10472,209,18
20046,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1022293,241069,40.82827220000,-73.86253520000,B,Watson Ave,Leland Ave,Underhill Ave,,,,,,10472,209,18
19526,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1018866,243572,40.83515630000,-73.87490540000,B,Harrod Ave,Cross Bronx Expy,E 174th St,,,,,,10472,209,18
19523,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1020878,241526,40.82953250000,-73.86764570000,B,Commonwealth Ave,Gleason Ave,Watson Ave,,,,,,10472,209,18
19059,03/12/2018,ZenFi,Installed,UTILITY,Bronx,1025695,241330,40.82897330000,-73.85024080000,B,Castle Hill Ave,Blackrock Ave,Chatterton Ave,,,,,,10472,209,18
18977,03/05/2018,ZenFi,Installed,UTILITY,Bronx,1024853,240690,40.82722060000,-73.85328720000,B,Bruckner Blvd,Olmstead Ave,Pugsley Ave,,,,,,10472,209,18
18973,03/05/2018,ZenFi,Installed,UTILITY,Bronx,1021905,243112,40.83388130000,-73.86392570000,B,Leland Ave,Cross Bronx Expressway,Westchester Ave,,,,,,10472,209,18
18963,02/15/2018,ZenFi,Installed,UTILITY,Bronx,1021084,241577,40.82967170000,-73.86690100000,B,St Lawrence Ave,Gleason Ave,Watson Ave,,,,,,10472,209,18
18962,02/15/2018,ZenFi,Installed,UTILITY,Bronx,1021445,241052,40.82822920000,-73.86559950000,B,Beach Ave,Watson Ave,Gleason Ave,,,,,,10472,209,18
18919,01/26/2018,ZenFi,Installed,CITY,Bronx,1018420,241349,40.82905660000,-73.87652850000,B,Westchester Avenue,Manor Avenue,Ward Avenue,,,,,,10472,209,18
18900,01/26/2018,ZenFi,Approved,CITY,Bronx,1023929,241089,40.82831990000,-73.85662360000,B,Pugsley Avenue,Blackrock Avenue,Watson Avenue,,,,,PS 119,10472,209,18
18890,01/26/2018,ZenFi,Approved,CITY,Bronx,1021588,241690,40.82997970000,-73.86507920000,B,Gleason Avenue,Taylor Avenue,Beach Avenue,,,,,,10472,209,18
18713,01/26/2018,ZenFi,Approved,CITY,Bronx,1024694,241698,40.82998800000,-73.85385560000,B,Olmstead Avenue,Haviland Avenue,Watson Avenue,,,,,,10472,209,18
18712,01/26/2018,ZenFi,Installed,CITY,Bronx,1025215,241529,40.82952170000,-73.85197400000,B,Watson Avenue,Olmstead Avenue,Castle Hill Avenue,,,,,,10472,209,18
18711,01/26/2018,ZenFi,Installed,CITY,Bronx,1024962,241258,40.82877910000,-73.85288990000,B,Blackrock Avenue,Olmstead Avenue,Castle Hill Avenue,,,,,,10472,209,18
18709,01/26/2018,ZenFi,Approved,CITY,Bronx,1017554,243052,40.83373410000,-73.87964930000,B,Bronx River Avenue,East 173rd Street,East 174th Street,,,,,,10472,209,18
18708,01/26/2018,ZenFi,Installed,CITY,Bronx,1017493,242401,40.83194760000,-73.87987290000,B,Elder Avenue,East 172nd Street,Bronx River Avenue,,,,,,10472,209,18
18707,01/26/2018,ZenFi,Installed,CITY,Bronx,1021263,242070,40.83102410000,-73.86625150000,B,Beach Avenue,Westchester Avenue,Gleason Avenue,,,,,,10472,209,18
18706,01/26/2018,ZenFi,Installed,CITY,Bronx,1017757,242122,40.83118080000,-73.87892030000,B,East 172nd Street,Boynton Avenue,Elder Avenue,,,,,,10472,209,18
18705,01/26/2018,ZenFi,Approved,CITY,Bronx,1020772,242158,40.83126760000,-73.86802530000,B,Westchester Avenue,Commonwealth Avenue,St. Lawrence Avenue,,,,,,10472,209,18
18704,01/26/2018,ZenFi,Approved,CITY,Bronx,1020189,242025,40.83090500000,-73.87013270000,B,Westchester Avenue,Noble Avenue,Croes Avenue,,,,,,10472,209,18
18703,01/26/2018,ZenFi,Installed,CITY,Bronx,1017613,241714,40.83006150000,-73.87944270000,B,Elder Avenue,East 172nd Street,Westchester Avenue,,,,,,10472,209,18
18702,01/26/2018,ZenFi,Installed,CITY,Bronx,1020547,241570,40.82965470000,-73.86884150000,B,Gleason Avenue,Rosedale Avenue,Noble Avenue,,,,,,10472,209,18
18701,01/26/2018,ZenFi,Installed,CITY,Bronx,1021954,241409,40.82920690000,-73.86375820000,B,Thieriot Avenue,Gleason Avenue,Watson Avenue,,,,,,10472,209,18
18699,01/26/2018,ZenFi,Installed,CITY,Bronx,1017795,240721,40.82733530000,-73.87879000000,B,Elder Avenue,Westchester Avenue,Watson Avenue,,,,,,10472,209,18
18676,01/26/2018,ZenFi,Approved,CITY,Bronx,1021709,242513,40.83223810000,-73.86463740000,B,Westchester Avenue,Thieriot Avenue,Taylor Avenue,,,,,,10472,209,18
18538,01/18/2018,ExteNet I,Installed,CITY,Bronx,1022723,242701,40.83274970000,-73.86097210000,B,Hugh J. Grant Cir,Virginia Ave,Cross Bronx Expy,Hugh J. Grant Circle,,,,,10472,209,18
18537,01/18/2018,ExteNet I,Installed,CITY,Bronx,1020931,242749,40.83288910000,-73.86744750000,B,E 172nd St,St Lawrence Ave,E 174th St,,,,,,10472,209,18
18535,01/18/2018,ExteNet I,Installed,CITY,Bronx,1018508,242628,40.83256670000,-73.87620400000,B,Stratford Ave,E 172nd St,W 174th St,,,,,,10472,209,18
18315,01/26/2018,ZenFi,Installed,CITY,Bronx,1020793,240737,40.82736730000,-73.86795710000,B,Watson Avenue,Rosedale Avenue,Commonwealth Avenue,,,,,,10472,209,18
17429,12/12/2017,Crown Castle NG,Installed,CITY,Bronx,1018264,242215,40.83143410000,-73.87708780000,B,E 172nd St,Manor Ave,Ward Ave,,,,,PS 196,10472,209,18
16946,12/02/2017,Crown Castle Solutions,Installed,CITY,Bronx,1017889,240227,40.82597910000,-73.87845280000,B,Watson Ave,Elder Ave,Boynton Ave,,,,,,10472,209,18
16163,12/02/2017,Crown Castle Solutions,Proposed,CITY,Bronx,1019079,242419,40.83199080000,-73.87414170000,B,E 172nd St,Harrod Ave,Bronx River Pkwy,Bronx River Parkway,,,,,10472,209,18
12598,08/10/2016,Mobilitie I,Installed,CITY,Bronx,1022006,242633,40.83256620000,-73.86356340000,B,Westchester ave,Leland ave,White Plains rd,,,,,,10472,209,18
12376,08/10/2016,Mobilitie I,Installed,CITY,Bronx,1023807,242082,40.83104600000,-73.85705850000,B,Pugsley Ave,Gleason Ave,Powell Ave,,,,,,10472,209,18
12284,08/10/2016,Mobilitie I,Installed,CITY,Bronx,1018473,239554,40.82412960000,-73.87634610000,B,Bruckner blvd,Ward ave,Boynton ave,,,,,,10472,209,18
12259,08/10/2016,Mobilitie I,Installed,CITY,Bronx,1023688,242441,40.83203190000,-73.85748640000,B,Cross Bronx expressway,Pugsley ave,Newbold Ave,,,,,,10472,209,18
11475,03/09/2016,Mobilitie I,Installed,CITY,Bronx,1020150,242557,40.83236530000,-73.87027080000,B,E 172ND ST,NOBLE AVE,ROSEDALE AVE,,,,,,10472,209,18
11474,03/09/2016,Mobilitie I,Installed,CITY,Bronx,1019503,241668,40.82992790000,-73.87261340000,B,METCALF AVE,WESTCHESTER AVE,GLEASON AVE,,,,,,10472,209,18
11473,03/09/2016,Mobilitie I,Installed,CITY,Bronx,1021591,240498,40.82670800000,-73.86507500000,B,BEACH AVE,BRUCKNER BLVD,WATSON AVE,,,,,,10472,209,18
11471,03/09/2016,Mobilitie I,Installed,CITY,Bronx,1020898,240106,40.82563500000,-73.86758120000,B,ROSEDALE AVE,BRICKNER BLVD,WATSON AVE,,,,,,10472,209,18
9796,04/04/2014,Crown Castle NG,Installed,CITY,Bronx,1018233,241188,40.82861540000,-73.87720500000,B,Ward Ave,Westchester Ave,Watson Ave,,,,,,10472,209,18
5023,05/09/2008,Crown Castle NG,Installed,CITY,Bronx,1019978,241782,40.83023890000,-73.87089640000,B,Croes Ave,Westchester Ave,Gleason Ave,,,,,,10472,209,18
4953,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1022249,242643,40.83259260000,-73.86268530000,B,White Plains Rd,Westchester Ave,Gleason Ave,,,,,,10472,209,18
4896,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1017961,239760,40.82469700000,-73.87819500000,B,Elder Ave,Bruckner Blvd,Watson Ave,,,,,,10472,209,18
4890,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1018919,243262,40.83430530000,-73.87471550000,B,Harrod Ave,E 174th St,Cross Bronx Expwy,,,,,,10472,209,18
4791,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1018903,241650,40.82988090000,-73.87478160000,B,Morrison Ave,Westchester Ave,E 172nd St,,,,,,10472,209,18
4751,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1021837,241775,40.83021190000,-73.86417900000,B,Gleason Ave,Thieriot Ave,Taylor Ave,,,,,,10472,209,18
4750,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1020927,242694,40.83273820000,-73.86746220000,B,St Lawrence Ave,E 172nd St,Westchester Ave,,,,,P S 47 JOHN RANDOLPH,10472,209,18
4660,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1022265,240800,40.82753400000,-73.86263790000,B,Leland Ave,Watson Ave,Bruckner Blvd,,,,,,10472,209,18
4634,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1021081,240851,40.82767900000,-73.86691580000,B,Watson Ave,Commonwealth Ave,St Lawrence Ave,,,,,,10472,209,18
4630,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1022998,241413,40.82921330000,-73.85998580000,B,Virginia Ave,Haviland Ave,Watson Ave,,,,,,10472,209,18
4618,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1018386,240367,40.82636140000,-73.87665630000,B,Watson Ave,Ward Ave,Manor Ave,,,,,,10472,209,18
4592,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1024765,241179,40.82856320000,-73.85360220000,B,Blackrock Ave,Olmstead Ave,Pugsley Ave,,,,,,10472,209,18
4587,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1018201,241361,40.82909040000,-73.87731980000,B,Ward Ave,Westchester Ave,E 172nd St,,,,,,10472,209,18
4572,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1024345,242187,40.83133170000,-73.85511380000,B,Gleason Ave,Cross Bronx Expwy,Pugsley Ave,,,,,,10472,209,18
4568,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1020872,241605,40.82974940000,-73.86766690000,B,Gleason Ave,Commonwealth Ave,St Lawrence Ave,,,,,,10472,209,18
4258,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1018520,242261,40.83155940000,-73.87616250000,B,E 172nd St,Stratford Ave,Manor Ave,,,,,,10472,209,18
4256,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1020930,239986,40.82530550000,-73.86746620000,B,Bruckner Blvd,Rosedale Ave,Beach Ave,,,,,,10472,209,18
4249,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1019632,242508,40.83223290000,-73.87214290000,B,E 172nd St,Fteley Ave,Croes Ave,,,,,,10472,209,18
4228,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1019951,243358,40.83456460000,-73.87098560000,B,E 174th St,Noble Ave,Croes Ave,,,,,,10472,209,18
4220,04/10/2008,Crown Castle NG,Installed,CITY,Bronx,1019699,240615,40.82703690000,-73.87191080000,B,Watson Ave,E Metcalf Ave,Fteley Ave,,,,,,10472,209,18
23853,06/02/2020,ZenFi,Proposed,UTILITY,Bronx,1016632,240054,40.82550890000,-73.88299560000,B,Watson Ave,Bronx River Ave,Close Ave,,,,,,10472,209,17
21722,07/10/2019,Mobilitie II,Proposed,CITY,Bronx,1017483,243359,40.83457700000,-73.87990430000,B,E 174 Street,Bronx River Avenue,Boone Avenue,,,,,,10472,209,17
20377,09/13/2018,Extenet II,Installed,UTILITY,Bronx,1017427,242983,40.83354520000,-73.88010850000,B,Bronx River Ave,E173th St,Elder Ave,,,,,,10472,209,17
20337,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1016763,240551,40.82687260000,-73.88251980000,B,Close Ave,Westchester Ave,Watson Ave,,,,,,10472,209,17
20045,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1017529,240679,40.82722100000,-73.87975140000,B,Wheeler Ave,Westchester Ave,Watson Ave,,,,,,10472,209,17
19163,03/22/2018,ZenFi,Proposed,UTILITY,Bronx,1017183,240155,40.82578410000,-73.88100420000,B,Watson Ave,Colgate Ave,Evergreen Ave,,,,,,10472,209,17
19162,03/22/2018,ZenFi,Installed,UTILITY,Bronx,1016951,241053,40.82824970000,-73.88183810000,B,Westchester Ave,Colgate Ave,Watson Ave,,,,,,10472,209,17
19161,03/22/2018,ZenFi,Installed,UTILITY,Bronx,1017228,242052,40.83099060000,-73.88083220000,B,East 172nd Street,Wheeler Avenue,Evergreen Avenue,,,,,,10472,209,17
18964,02/15/2018,ZenFi,Approved,UTILITY,Bronx,1017115,242475,40.83215210000,-73.88123850000,B,Bronx River Ave,Wheeler Ave,E 172 St,,,,,,10472,209,17
18961,02/15/2018,ZenFi,Installed,UTILITY,Bronx,1017629,240164,40.82580710000,-73.87939260000,B,Wheeler Ave,Watson Ave,Bruckner Blvd,,,,,,10472,209,17
18899,01/26/2018,ZenFi,Installed,CITY,Bronx,1017407,241108,40.82839900000,-73.88019010000,B,Westchester Avenue,Wheeler Avenue,Evergreen Avenue,,,,,,10472,209,17
18698,01/26/2018,ZenFi,Installed,CITY,Bronx,1017206,240784,40.82751040000,-73.88091800000,B,Evergreen Avenue,Westchester Avenue,Watson Avenue,,,,,,10472,209,17
15879,11/16/2017,Extenet II,Proposed,UTILITY,Bronx,1017475,241007,40.82812150000,-73.87994490000,B,Wheeler Ave,Westchester Ave,Watson Ave,,,,,,10472,209,17
15878,11/16/2017,Extenet II,Proposed,UTILITY,Bronx,1016890,242089,40.83109350000,-73.88205340000,B,Bronx River Ave,E 172nd St,Westchester Ave,,,,,,10472,209,17
13988,10/24/2016,Mobilitie II,Installed,CITY,Bronx,1016928,241136,40.82847760000,-73.88192080000,B,Westchester Ave,Colgate Ave,Evergreen Ave,,,,,,10472,209,17
13902,10/24/2016,Mobilitie II,Installed,CITY,Bronx,1016667,239600,40.82426270000,-73.88287130000,B,Bronx River Ave,Bruckner Blvd,Watson Ave,,,,,,10472,209,17
8581,10/21/2011,Crown Castle NG,Installed,CITY,Bronx,1017286,242088,40.83108920000,-73.88062250000,B,E 172nd St,Wheeler Ave,Elder Ave,,,,,,10472,209,17
4929,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1017613,243289,40.83438440000,-73.87943490000,B,Bronx River Ave,E 174th St,E 173rd St,,,,,,10472,209,17
4819,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1017538,240701,40.82728140000,-73.87971870000,B,Wheeler Ave,Westchester Ave,Watson Ave,,,,,,10472,209,17
4727,04/04/2008,Crown Castle NG,Installed,UTILITY,Bronx,1017109,240138,40.82573770000,-73.88127160000,B,Watson Ave,Colgate Ave,Evergreen Ave,,,,,,10472,209,17
23674,03/09/2020,Crown Castle Fiber,Approved,UTILITY,Bronx,1022428,237301,40.81792960000,-73.86206880000,B,Taylor Ave,Sound View Ave,Seward Ave,,,,,,10473,209,18
23451,02/07/2020,Extenet II,Proposed,UTILITY,Bronx,1025078,240155,40.82575110000,-73.85247740000,B,Quimby Ave,Olmstead Ave,Castle Hill Ave,,,,,,10473,209,18
23408,02/06/2020,Crown Castle Fiber,Approved,UTILITY,Bronx,1025366,236600,40.81599230000,-73.85145860000,B,Screvin Ave,Lacombe Ave,Norton Ave,,,,,,10473,209,18
21606,07/02/2019,Crown Castle Fiber,Proposed,CITY,Bronx,1020318,236752,40.81643160000,-73.86969490000,B,Metcalf Ave,Randall St,Rosedale Ave,Soundview Park,,,,,10473,209,18
21422,06/25/2019,Crown Castle Solutions,Approved,CITY,Bronx,1020816,239775,40.82472680000,-73.86787920000,B,Bruckner Blvd,Rosedale Ave,Soundview Ave,,,,,,10473,209,18
21414,06/25/2019,Crown Castle Solutions,Approved,CITY,Bronx,1021125,236044,40.81448500000,-73.86678330000,B,Lacombe Ave,Rosedale Ave,Dead End,,,,,,10473,209,18
21399,06/25/2019,Crown Castle Solutions,Approved,CITY,Bronx,1020843,236878,40.81677530000,-73.86779750000,B,Randall Ave,Metcalf Ave,Rosedale Ave,,,,,,10473,209,18
20829,01/30/2019,ZenFi,Installed,UTILITY,Bronx,1018656,237894,40.81957270000,-73.87569340000,B,Lafayette Av,Boynton Av,Morrison Av,,,,,,10473,209,18
20285,08/02/2018,Crown Castle NG,Proposed,UTILITY,Bronx,1026325,237847,40.81941050000,-73.84798620000,B,Castle Hill Ave,Randall Ave,Cincinnatus Ave,,,,,,10473,209,18
20277,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1024392,233482,40.80743880000,-73.85499610000,B,White Plains Rd,Cornell Ave,Starboard Ct,,,,,,10473,209,18
20041,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1025896,240206,40.82588730000,-73.84952150000,B,Castle Hill Ave,Quimby Ave,Story Ave,,,,,,10473,209,18
20038,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1027315,240015,40.82535620000,-73.84439550000,B,Hermany Ave,Zerega Ave,Havemeyer Ave,,,,,,10473,209,18
20034,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1025259,239650,40.82436420000,-73.85182650000,B,Hermany Ave,Olmsteady Ave,Castle Hill Ave,,,,,,10473,209,18
20028,08/02/2018,Crown Castle NG,Installed,UTILITY,Bronx,1024623,239031,40.82266820000,-73.85412820000,B,Lafayette Ave,Pugsley Ave,Olmstead Ave,,,,,,10473,209,18
20025,08/02/2018,Crown Castle NG,Installed,UTILITY,Bronx,1026056,238948,40.82243370000,-73.84895120000,B,Virgil Pl,Castle Hill Ave,Olmstead Ave,,,,,,10473,209,18
20024,08/02/2018,Crown Castle NG,Approved,UTILITY,Bronx,1022505,238362,40.82084140000,-73.86178460000,B,Thieriot Ave,Lafayette Ave,Seward Ave,,,,,,10473,209,18
20022,08/02/2018,Crown Castle NG,Installed,UTILITY,Bronx,1024850,238267,40.82057020000,-73.85331270000,B,Seward Ave,Pugsley Ave,Olmstead Ave,,,,,,10473,209,18
