Id,X Coord.,Y Coord.,Latitude,Longitude,Zone,Franchisee,On street,Cross street 1,Cross street 2,Borough,Pole type,BID Advisory,Historic Advisory,NYSDOT Advisory,Park Advisory,Port Auth Advisory,School Advisory,Submission date,Equipment Installed? (Yes/No)
4320,1020038,254607,40.865439,-73.870611,B,Crown Castle NG East LLC,Allerton Ave,Bronx Park E,Dr Theodore Kazimiroff Blvd,Bronx,Streetlight Pole,,,This pole may be locate on the following NYS highway: DR KAZIMIROFF BL,,,,Apr-10-2008,Yes
4321,1020412,253833,40.863314,-73.869263,B,Crown Castle NG East LLC,Mace Ave,Barker Ave,Ollinville Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4322,1011507,256379,40.870333,-73.901447,B,Crown Castle NG East LLC,W 195th St,Webb Ave,Claflin Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4324,1011903,257005,40.87205,-73.900013,B,Crown Castle NG East LLC,Claflin Ave,W 197th St,W 195th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4325,1012809,257118,40.872358,-73.896736,B,Crown Castle NG East LLC,Goulden Ave,W 197th St,Bedford Park Blvd W,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4326,1014842,260311,40.881115,-73.889371,B,Crown Castle NG East LLC,Goulden Ave,Sedgwick Ave,W 205th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4327,1008138,232002,40.803435,-73.913715,C,Crown Castle NG East LLC,Bruckner Blvd,E 136th St,E 135th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4328,1005762,239804,40.824856,-73.922272,C,Crown Castle NG East LLC,Concourse Village Way,E 158th Street,E 156th Street,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4329,1004132,235807,40.813889,-73.928174,C,Crown Castle NG East LLC,Park Ave,E 140th St,E 138th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4330,1017491,255332,40.867439,-73.879816,B,Crown Castle NG East LLC,DR Theodore Kazimiroff,Mosholu Parkway,Bronx park Road,Bronx,Streetlight Pole,,,,This pole is located within the following park: Bronx Park,,,Apr-10-2008,Yes
4331,1004562,235127,40.812022,-73.926622,C,Crown Castle NG East LLC,Morris Ave,E 139th St,E 140th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4332,1007646,233871,40.808567,-73.915486,C,Crown Castle NG East LLC,E 141st St,Crimmins Ave,St Anns Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4335,1016949,256055,40.869426,-73.881772,C,Crown Castle NG East LLC,E Mosholu Parkway S,Decature Avenue,Webster Avenue,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4336,1008036,235191,40.812189,-73.914072,C,Crown Castle NG East LLC,St  Anns Ave,E 146th St,E 145th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4337,1014075,255742,40.868577,-73.892165,C,Crown Castle NG East LLC,Grand Concourse,Miriam Street,E 197th Street,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4341,1006473,235712,40.813623,-73.919717,C,Crown Castle NG East LLC,Willis Ave,E 145th St,E 146th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4342,1005554,235531,40.813128,-73.923038,C,Crown Castle NG East LLC,3rd Ave,Alexander Ave,E 143rd St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4343,1005914,236723,40.816399,-73.921733,C,Crown Castle NG East LLC,E 148th St,College Ave,Morris Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4344,1016161,260611,40.881933,-73.8846,C,Crown Castle NG East LLC,W Mosholu Parkway N,Gates Place,Knox Place,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4345,1003462,236476,40.815727,-73.930592,C,Crown Castle NG East LLC,Gerard Ave,Exterior St,E 140th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4346,1004124,237553,40.818681,-73.928198,C,Crown Castle NG East LLC,E 149th St,Walton Ave,Grand Concourse,Bronx,Streetlight Pole,,,,,,This pole is located within 20 feet of the following school: HOSTOS COLLEGE BUILDING A,Apr-10-2008,Yes
4348,1003469,240561,40.826939,-73.930555,C,Crown Castle NG East LLC,E 157th St,Expressway Service Rd (North),Ruppert Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4349,1004643,239982,40.825347,-73.926315,C,Crown Castle NG East LLC,Gerard Ave,E 157th St,E 153rd St,Bronx,Streetlight Pole,,This pole is located within the following historic area: Grand Concourse Historic District,,,,,Apr-10-2008,Yes
4350,1004471,238972,40.822575,-73.92694,C,Crown Castle NG East LLC,Walton Ave,E 153rd St,E 157th St,Bronx,Streetlight Pole,,This pole is located within the following historic area: Grand Concourse Historic District,,,,,Apr-10-2008,Yes
4351,1004455,238097,40.820174,-73.927,C,Crown Castle NG East LLC,Cedar Ln,E 151st St,E 150th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4353,1013258,251581,40.857159,-73.895137,C,Crown Castle NG East LLC,Webster Ave,E 184th St,E 187th St,Bronx,Streetlight Pole,,,This pole may be locate on the following NYS highway: WEBSTER AV,,,,Apr-10-2008,Yes
4354,1012589,236153,40.814816,-73.89762,C,Crown Castle NG East LLC,Southern Blvd,E 156th St,Leggett Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4355,1014763,252460,40.859566,-73.889692,C,Crown Castle NG East LLC,Washington Ave,E 189th St,E North Rd,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4356,1016876,251658,40.857358,-73.882057,C,Crown Castle NG East LLC,E Fordham Rd,Crotona Ave,Cambreleng Ave,Bronx,Streetlight Pole,,,This pole may be locate on the following NYS highway: E FORDHAM RD,,,,Apr-10-2008,Yes
4357,1016549,249878,40.852473,-73.883248,C,Crown Castle NG East LLC,Prospect Ave,E 185th St,E 183rd St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4358,1016179,249636,40.85181,-73.884587,C,Crown Castle NG East LLC,Crotona Ave,E 183rd St,E 187th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4359,1006724,241823,40.830395,-73.91879,C,Crown Castle NG East LLC,E 165th St,Sheridan Ave,Sherman Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4360,1005709,241733,40.830151,-73.922458,C,Crown Castle NG East LLC,Walton Ave,E 164th St,E 165th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4361,1007109,242054,40.831028,-73.917398,C,Crown Castle NG East LLC,Sherman Ave,E 166th St,E 165th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4363,1007977,242868,40.83326,-73.914258,C,Crown Castle NG East LLC,E 167th St,Morris Ave,Grant Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4364,1013723,254532,40.865257,-73.893443,C,Crown Castle NG East LLC,E 194th St,Valentine St,E Kingsbridge Rd,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4365,1006559,243506,40.835015,-73.91938,C,Crown Castle NG East LLC,E 167th St,Walton Ave,Grandview Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4366,1007899,244457,40.837622,-73.914535,C,Crown Castle NG East LLC,Grand Concourse,Marcy Pl,Elliot Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4367,1007683,246070,40.842049,-73.91531,C,Crown Castle NG East LLC,Townsend Ave,E 172nd St,E Mount Eden Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4368,1007377,244911,40.838869,-73.916419,C,Crown Castle NG East LLC,Walton Ave,Elliot Pl,Marcy Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4369,1006638,242836,40.833176,-73.919097,C,Crown Castle NG East LLC,Grand Concourse,Mcclellan St,Tudor Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4370,1009274,244313,40.837223,-73.909566,C,Crown Castle NG East LLC,E 170th St,Teller Ave,College Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4371,1012189,245048,40.839231,-73.899028,C,Crown Castle NG East LLC,Fulton Ave,E 172nd St,Claremont Pkwy,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4372,1008440,245674,40.84096,-73.912575,C,Crown Castle NG East LLC,Grand Concourse North,E 172nd St,Rockwood St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4373,1009000,246380,40.842897,-73.910549,C,Crown Castle NG East LLC,Mt Eden Pkwy,Selwyn Ave,Sheridan Ave,Bronx,Streetlight Pole,,,,This pole is located within the following park: Mount Eden Malls,,,Apr-10-2008,Yes
4374,1007937,245464,40.840385,-73.914394,C,Crown Castle NG East LLC,Wythe Pl,E 171st St,E 172nd St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4375,1008344,246642,40.843618,-73.912919,C,Crown Castle NG East LLC,E Mount Eden Ave,Walton Ave,Grand Concourse,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4377,1014253,242650,40.832643,-73.89158,C,Crown Castle NG East LLC,Jennings St,Minford Ave,Southern Blvd,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4378,1015258,243642,40.835362,-73.887944,C,Crown Castle NG East LLC,Hoe Ave,E 173rd St,E 172nd St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4380,1006868,247282,40.845378,-73.918251,C,Crown Castle NG East LLC,Jesup Ave,Cross Bronx Expwy,Featherbed Ln,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4381,1010307,243806,40.835828,-73.905835,C,Crown Castle NG East LLC,Park Ave,E 170th St,St Paul's Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4382,1007044,245699,40.841033,-73.91762,C,Crown Castle NG East LLC,Macombs Rd,Seven Brothers Sq.,Plaza Drive,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4383,1006354,246116,40.842179,-73.920113,C,Crown Castle NG East LLC,Jessup Ave,Jessup Pl,W 172nd St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4384,1005900,244960,40.839007,-73.921757,C,Crown Castle NG East LLC,Edward L Grant Highway,W 169th St,W 170th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4385,1011386,241038,40.828227,-73.901947,C,Crown Castle NG East LLC,Home St,Forest Ave,Tinton Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4386,1004401,242467,40.832168,-73.927182,C,Crown Castle NG East LLC,Anderson Ave,W 164th St,W 165th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4387,1005079,242532,40.832345,-73.924732,C,Crown Castle NG East LLC,E 165th St,Jerome Ave,River Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4388,1011699,242030,40.830949,-73.900812,C,Crown Castle NG East LLC,E 169th St,Boston Rd,Franklin Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4389,1003579,242307,40.831731,-73.930153,C,Crown Castle NG East LLC,Ogden Ave,W 162nd St,W 163rd St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4391,1003695,244670,40.838216,-73.929727,C,Crown Castle NG East LLC,Sedgwick Ave,W 167th St,Martin Luther King Blvd,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4392,1004624,245408,40.84024,-73.926367,C,Crown Castle NG East LLC,Merriam Ave,W 169th St,W 170th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4393,1010163,242809,40.833092,-73.906359,C,Crown Castle NG East LLC,E 169th St,Washington Ave,Park Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4395,1005626,246261,40.842579,-73.922743,C,Crown Castle NG East LLC,Edward L Grant Hwy,Plimpton Ave,Nelson Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4396,1005816,247981,40.847299,-73.922051,C,Crown Castle NG East LLC,W 174th St,Popham Ave,Montgomery Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4398,1011014,252064,40.858492,-73.903247,C,Crown Castle NG East LLC,E 183rd St,Jerome Ave,Walton Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4399,1009477,250205,40.853394,-73.90881,C,Crown Castle NG East LLC,Davidson Ave,W Burnside Ave,W Tremont Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4400,1009597,250806,40.855043,-73.908374,C,Crown Castle NG East LLC,Grand Ave,W 180th St,W Burnside Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4401,1012373,252267,40.859045,-73.898333,C,Crown Castle NG East LLC,Ryer Ave,E 184th St,Field Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4402,1007756,247971,40.847267,-73.915039,C,Crown Castle NG East LLC,Grand Ave,W 174th St,W 174th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4403,1010251,248354,40.848311,-73.90602,C,Crown Castle NG East LLC,Monroe Ave,Mount Hope,E 176th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4404,1010907,239886,40.825067,-73.903682,C,Crown Castle NG East LLC,E 165th St,Trinity Ave,Tinton Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4405,1011596,248092,40.847588,-73.901159,C,Crown Castle NG East LLC,Webster Ave,E Tremont Ave,E 176th St,Bronx,Streetlight Pole,,,This pole may be locate on the following NYS highway: WEBSTER AV,,,,Apr-10-2008,Yes
4406,1013172,252923,40.860843,-73.895442,C,Crown Castle NG East LLC,E 188th St,Tiebout Ave,Valentine Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4407,1007660,243676,40.835479,-73.915401,C,Crown Castle NG East LLC,Sheridan Ave,E 168th St,E 169th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4408,1012658,251385,40.856623,-73.897307,C,Crown Castle NG East LLC,Tiebout St,E 183rd St,E 184th St,Bronx,Streetlight Pole,,,,,,This pole is located within 20 feet of the following school: PS 209,Apr-10-2008,Yes
4409,1014557,253100,40.861324,-73.890434,C,Crown Castle NG East LLC,E Fordham Rd,Park Ave,Webster Ave,Bronx,Streetlight Pole,,,This pole may be locate on the following NYS highway: E FORDHAM RD,,,,Apr-10-2008,Yes
4411,1014588,250556,40.854341,-73.890334,C,Crown Castle NG East LLC,E 184th St,3rd Ave,Hoffman St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4412,1015266,249362,40.851062,-73.887888,C,Crown Castle NG East LLC,Belmont Ave,E. 182nd St,E. 183rd St,Bronx,Streetlight Pole,,,,,,This pole is located within 20 feet of the following school: AQUINAS HS,Apr-10-2008,Yes
4414,1015107,256766,40.871384,-73.888429,C,Crown Castle NG East LLC,Grand Concourse,E 199th St,Bedford PK BL,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4415,1014540,248629,40.849052,-73.890516,C,Crown Castle NG East LLC,E 180th St,Hughes Ave,Arthur Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4416,1016116,257759,40.874106,-73.884776,C,Crown Castle NG East LLC,Valentine Ave,E 204th St,E 203rd St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4417,1013936,247611,40.84626,-73.892703,C,Crown Castle NG East LLC,E Tremont Ave,Arthur Ave,Hughes Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4418,1017394,256713,40.87123,-73.88016,C,Crown Castle NG East LLC,E Mosholu Pkwy,Hull Ave,Decatur Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4419,1013826,248405,40.84844,-73.893098,C,Crown Castle NG East LLC,LaFontaine Ave,E 179th St,E 180th St,Bronx,Streetlight Pole,,,,,,This pole is located within 20 feet of the following school: JHS 118 WILLIAM W NILES,Apr-10-2008,Yes
4420,1016512,247909,40.847069,-73.883391,C,Crown Castle NG East LLC,Southern Blvd,Hornaday Pl,E 181st St,Bronx,Streetlight Pole,,,,This pole is located within the following park: Crotona Parkway Malls,,,Apr-10-2008,Yes
4421,1017731,245897,40.841542,-73.878995,C,Crown Castle NG East LLC,E 179th St,Boston Rd,Bryant Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4422,1005959,247495,40.845965,-73.921536,C,Crown Castle NG East LLC,University Ave,Featherbed Ln,I-95,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4423,1016998,245568,40.840642,-73.881646,C,Crown Castle NG East LLC,E Tremont Ave,Bryant Ave,Vyse Ave,Bronx,Streetlight Pole,,,,,,This pole is located within 20 feet of the following school: PS 006 WEST FARMS,Apr-10-2008,Yes
4424,1014332,255181,40.867036,-73.891238,C,Crown Castle NG East LLC,E 196th St,Briggs Ave,Valentine Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4425,1016917,246108,40.842124,-73.881936,C,Crown Castle NG East LLC,E 178th St,Vyse Ave,Bryant Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4426,1010325,252281,40.859089,-73.905737,C,Crown Castle NG East LLC,Grand Ave,W 183rd St,Evelyn Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4427,1013303,255837,40.86884,-73.894956,C,Crown Castle NG East LLC,Morris Ave,E 196st St,Parkview Terr,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4428,1019194,245298,40.839892,-73.873711,C,Crown Castle NG East LLC,E Tremont Ave,Morris Park Ave,Bronx Park Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4429,1009333,252746,40.860368,-73.909321,C,Crown Castle NG East LLC,W 183rd St,Loring PI N,Andrews Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4430,1012983,254744,40.865841,-73.896117,C,Crown Castle NG East LLC,E 193rd St,Creston Ave,Morris Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4431,1009379,249575,40.851665,-73.909167,C,Crown Castle NG East LLC,Jerome Ave,E Tremont Ave,E 177th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4432,1007508,250620,40.854538,-73.915926,C,Crown Castle NG East LLC,W Burnside Avenue,Osborne Place,Henneyssy Place,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4433,1009447,254081,40.864032,-73.908904,C,Crown Castle NG East LLC,Sedgwick Ave,Webb Ave,Bailey Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4434,1009644,247869,40.846982,-73.908215,C,Crown Castle NG East LLC,Grand Concourse,E 175th St,E 176th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4435,1012844,253603,40.86271,-73.896625,C,Crown Castle NG East LLC,Grand Concourse,E Fordham Rd,E 192nd St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4436,1010875,249927,40.852627,-73.903758,C,Crown Castle NG East LLC,Grand Concourse,E Burnside Ave,E 180th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4437,1011343,254272,40.864551,-73.902049,C,Crown Castle NG East LLC,W 190th St,Grand Ave,Aqueduct Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4438,1008353,248410,40.84847,-73.91288,C,Crown Castle NG East LLC,Davidson Ave,W 176th St,W 177th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4439,1009208,248365,40.848344,-73.909789,C,Crown Castle NG East LLC,Walton Ave,W 176th St,Mount Hope Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4440,1018868,260506,40.881635,-73.874811,B,Crown Castle NG East LLC,E 211th St,E 211th St,Kings College Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4441,1017659,261408,40.884115,-73.879178,C,Crown Castle NG East LLC,E 212th St,Dekalb Ave,Jerome Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4442,1010260,249997,40.852821,-73.905981,C,Crown Castle NG East LLC,Morris Ave,E Burnside Ave,E 179th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4444,1007813,249894,40.852545,-73.914826,C,Crown Castle NG East LLC,Andrews Ave,W Tremont Ave,W Burnside Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4445,1012269,255388,40.867611,-73.898696,C,Crown Castle NG East LLC,W Kingsbridge Rd,Davidson Ave,Grand Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4446,1011776,253355,40.862033,-73.900487,C,Crown Castle NG East LLC,Walton Ave,E Fordham Rd,E 184th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4447,1010907,252933,40.860877,-73.90363,C,Crown Castle NG East LLC,Davidson Ave,W 184th St,North St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4448,1010739,254100,40.864081,-73.904233,C,Crown Castle NG East LLC,University Ave,Father Zeiser Pl,W Fordham Rd,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4449,1016808,261049,40.883133,-73.882258,C,Crown Castle NG East LLC,W Gun Hill Rd,Knox Pl,Gates Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4450,1018226,258009,40.874784,-73.877145,C,Crown Castle NG East LLC,E 206th St,Perry Ave,Bainbridge Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4451,1018183,260054,40.880397,-73.87729,C,Crown Castle NG East LLC,E Gun Hill Rd,Wayne Ave,Tryon Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4452,1018325,256616,40.87096,-73.876794,C,Crown Castle NG East LLC,E 204th St,Webster Ave,"""Dead End"" (Park)",Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4453,1015889,257057,40.87218,-73.8856,C,Crown Castle NG East LLC,Valentine Ave,E 201st St,E 200th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4454,1016661,259459,40.87877,-73.882797,C,Crown Castle NG East LLC,E Mosholu Pkwy,Kossuth Ave,Steuben Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4455,1014342,258031,40.874859,-73.891189,C,Crown Castle NG East LLC,Paul Ave,Bedford Park Blvd W,W 205th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4456,1014182,256523,40.87072,-73.891775,C,Crown Castle NG East LLC,Creston Ave,E 198th St,Minerva Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4457,1016468,258329,40.875669,-73.8835,C,Crown Castle NG East LLC,E Mosholu Pkwy S,E 206th St,E 205th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4458,1015983,258889,40.877208,-73.885251,C,Crown Castle NG East LLC,Grand Concourse,Van Cortlandt Ave E,St. George's CR,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4459,1016660,260000,40.880255,-73.882798,C,Crown Castle NG East LLC,E 208th St,Dekalb Ave,Jerome Ave,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4460,1018323,257632,40.873749,-73.876796,C,Crown Castle NG East LLC,Hull Ave,E 205th St,E 204th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4461,1015891,255553,40.868052,-73.8856,C,Crown Castle NG East LLC,Marion Ave,E 199th St,Oliver Pl,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4462,1015632,254606,40.865453,-73.886541,C,Crown Castle NG East LLC,Webster Ave,E 197th St,E 198th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4463,1014732,256090,40.86953,-73.889788,C,Crown Castle NG East LLC,Valentine Ave,E 198th St,E 199th St,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
4464,1019683,259984,40.880199,-73.871866,C,Crown Castle NG East LLC,Decatur Ave,E 211th St,E Gun Hill Rd,Bronx,Streetlight Pole,,,,,,,Apr-10-2008,Yes
